         mission          |         num_station          |    jour    |  heure   |     lat     |    lon     | profondeur |    chla     |     mes      |    doc     |    poc     
--------------------------+------------------------------+------------+----------+-------------+------------+------------+-------------+--------------+------------+------------
 Guyane2009               | MODIS-A                      | 2009-10-15 | 17:05:00 |       5.774 |    -53.344 |          1 |   4.9496417 |          3.9 |            |           
 Guyane2009               | T2S1                         | 2009-10-13 | 14:37:00 |       4.678 |     -51.94 |          1 |   11.249554 |       325.56 |            |           
 Guyane2009               | T2S3                         | 2009-10-13 | 16:30:00 |       4.743 |    -51.963 |          1 |    5.849822 |        10.47 |            |           
 Guyane2009               | T2S4                         | 2009-10-13 | 13:11:00 |      4.8154 |    -51.944 |          1 |    2.605422 |         10.8 |            |           
 Guyane2009               | T2S5                         | 2009-10-13 | 12:20:00 |       4.851 |    -51.917 |          1 |   1.8379931 |        10.67 |            |           
 Guyane2009               | T3S1                         | 2009-10-12 | 11:45:00 |       4.982 |     -52.18 |          1 |   1.8515209 |        10.13 |            |           
 Guyane2009               | T3S2                         | 2009-10-12 | 13:24:00 |       5.065 |    -52.173 |          1 |   1.1163737 |         4.23 |            |           
 Guyane2009               | T3S3                         | 2009-10-12 | 16:43:00 |       4.881 |    -52.196 |          1 |   10.349373 |        71.33 |            |           
 Guyane2009               | T3S4                         | 2009-10-12 | 17:33:00 |       4.864 |    -52.232 |          1 |     9.78676 |          124 |            |           
 Guyane2009               | T3S5                         | 2009-10-12 | 18:23:00 |      4.8437 |    -51.285 |          1 |   14.250154 |        31.67 |            |           
 Guyane2009               | T4S1                         | 2009-10-14 | 18:26:00 |       5.195 |    -52.618 |          1 |   13.387482 |       144.67 |            |           
 Guyane2009               | T4S2                         | 2009-10-14 | 18:51:00 |       5.213 |    -52.609 |          1 |    9.843697 |        25.17 |            |           
 Guyane2009               | T4S3                         | 2009-10-14 | 19:24:00 |       5.248 |    -52.601 |          1 |    8.850423 |         6.87 |            |           
 Guyane2009               | T4S4                         | 2009-10-14 | 19:55:00 |       5.275 |    -52.598 |          1 |    4.712094 |            6 |            |           
 Guyane2009               | T4S5                         | 2009-10-14 | 20:43:00 |       5.304 |    -52.582 |          1 |    3.424786 |         9.58 |            |           
 Guyane2009               | T6S1                         | 2009-10-16 | 14:37:00 |       5.781 |    -53.952 |          1 |    8.248953 |           68 |            |           
 Guyane2009               | T6S3                         | 2009-10-16 | 16:43:00 |       5.832 |    -53.893 |          1 |   7.7251973 |        12.93 |            |           
 Guyane2009               | T5S3                         | 2009-10-15 | 13:20:00 |       5.615 |    -52.999 |          1 |     7.83772 |        17.33 |            |           
 Guyane2009               | T6S5                         | 2009-10-16 | 19:16:00 |       5.979 |    -53.824 |          1 |    17.21817 |         5.83 |            |           
 Guyane2009               | T5S5                         | 2009-10-15 | 15:18:00 |       5.691 |    -53.014 |          1 |   2.6121233 |         4.93 |            |           
 Guyane2009               | T7S1                         | 2009-10-17 | 13:09:00 |       5.201 |    -52.577 |          1 |   15.000305 |        15.27 |            |           
 Guyane2009               | T7S2                         | 2009-10-17 | 14:00:00 |       5.169 |    -52.497 |          1 |    4.011954 |         6.87 |            |           
 Guyane2009               | T7S3                         | 2009-10-17 | 15:30:00 |       5.107 |    -52.381 |          1 |    8.400332 |        16.67 |            |           
 Guyane2009               | T7S4                         | 2009-10-17 | 17:42:00 |        5.04 |    -52.309 |          1 |    6.649532 |         7.95 |            |           
 Guyane2009               | T7S5                         | 2009-10-17 | 19:00:00 |       4.861 |    -52.226 |          1 |    16.42559 |        75.33 |            |           
 Guyane2009               | T2S2                         | 2009-10-13 | 15:56:00 |       4.708 |    -51.964 |          1 |             |        30.17 |            |           
 Guyane2009               | T5S1                         | 2009-10-15 | 12:04:00 |       5.533 |    -53.007 |          1 |             |           36 |            |           
 Guyane2009               | T5S2                         | 2009-10-15 | 12:44:00 |       5.584 |    -53.005 |          1 |             |           27 |            |           
 Guyane2009               | T5S4                         | 2009-10-15 | 14:33:00 |       5.667 |     -53.01 |          1 |             |         5.57 |            |           
 Guyane2009               | T6S2                         | 2009-10-16 | 15:43:00 |       5.824 |    -53.927 |          1 |             |          136 |            |           
 Guyane2009               | T6S4                         | 2009-10-16 | 18:21:00 |       5.897 |    -53.852 |          1 |             |         6.62 |            |           
 Guyane2009               | T1S1                         | 2009-10-13 | 18:48:00 |       4.589 |    -51.686 |          1 |             |              |            |           
 Guyane2009               | T1S2                         | 2009-10-13 | 19:36:00 |       4.552 |    -51.674 |          1 |             |              |            |           
 Guyane2009               | T1S3                         | 2009-10-13 | 20:34:00 |       4.459 |    -51.671 |          1 |             |              |            |           
 Guyane2006               | G02                          | 2006-07-07 | 14:12:01 |   5.1189165 |  -52.45495 |          1 |      1.4357 |         7.65 |            |           
 Guyane2006               | G03                          | 2006-07-07 | 15:29:26 |   5.1636667 |  -52.40395 |          1 |      0.4878 |       32.025 |            |           
 Guyane2006               | G04                          | 2006-07-07 | 17:18:04 |     5.23105 |  -52.32355 |          1 |      0.6742 |         11.5 |            |           
 Guyane2006               | G05                          | 2006-07-10 | 14:34:00 |      4.8579 | -52.153385 |          1 |      3.2012 |      14.2917 |            |           
 Guyane2006               | G06                          | 2006-07-10 | 15:44:00 |    4.892717 | -52.123917 |          1 |      1.8198 |        62.18 |            |           
 Guyane2006               | G07                          | 2006-07-10 | 17:32:00 |   4.9262333 |   -52.0942 |          1 |      2.5868 |        35.55 |            |           
 Guyane2006               | G08                          | 2006-07-10 | 18:23:00 |      4.9606 | -52.064983 |          1 |      1.3561 |       2.9633 |            |           
 Guyane2006               | G09                          | 2006-07-10 | 19:32:00 |     5.04635 |  -51.99455 |          1 |      1.3542 |         4.29 |            |           
 Guyane2006               | G10                          | 2006-07-11 | 14:34:00 |   4.7840166 | -52.018982 |          1 |      7.1785 |      30.3467 |            |           
 Guyane2006               | G11                          | 2006-07-11 | 15:40:00 |    4.818383 |  -51.98937 |          1 |      6.4024 |        12.34 |            |           
 Guyane2006               | G12                          | 2006-07-11 | 16:59:12 |      4.8525 | -51.960033 |          1 |      9.7007 |         9.82 |            |           
 Guyane2006               | G13                          | 2006-07-11 | 17:51:35 |   4.8860664 |  -51.93085 |          1 |      8.3426 |         6.28 |            |           
 Guyane2006               | G14                          | 2006-07-11 | 20:03:18 |    4.850917 | -52.247467 |          1 |     12.0288 |      86.4933 |            |           
 TC2                      | 41                           | 2002-08-17 |          |       10.67 |     -47.47 |          0 |       7e-05 |              |            |           
 TC2                      | 42                           | 2002-08-17 |          |       10.43 |     -47.68 |          0 |       8e-05 |              |            |           
 TC2                      | 43                           | 2002-08-17 |          |        9.85 |     -48.25 |          0 |     0.00011 |              |            |           
 TC2                      | 44                           | 2002-08-17 |          |        9.57 |      -48.5 |          0 |     0.00014 |              |            |           
 TC2                      | 45                           | 2002-08-17 |          |           9 |     -49.02 |          0 |       7e-05 |              |            |           
 TC2                      | 46                           | 2002-08-18 |          |        6.15 |     -51.72 |          0 |     0.00022 |              |            |           
 TC2                      | 47                           | 2002-08-18 |          |         5.9 |     -51.95 |          0 |      0.0004 |              |            |           
 TC2                      | 48                           | 2002-08-23 |          |         8.3 |     -50.53 |          0 |     0.00402 |              |            |           
 TC2                      | 49                           | 2002-08-23 |          |         8.5 |      -50.4 |          0 |     0.00078 |              |            |           
 TC2                      | 50                           | 2002-08-23 |          |        9.12 |     -49.97 |          0 |       6e-05 |              |            |           
 TC2                      | 51                           | 2002-08-23 |          |        9.38 |     -49.78 |          0 |       4e-05 |              |            |           
 TC2                      | 52                           | 2002-08-23 |          |        9.98 |     -49.37 |          0 |       4e-05 |              |            |           
 guyaplac                 | 1                            | 2003-05-20 |          |        7.44 |     -50.28 |          0 |     0.00034 |              |            |           
 guyaplac                 | 2                            | 2003-05-20 |          |        7.25 |     -50.43 |          0 |     0.00017 |              |            |           
 guyaplac                 | 3                            | 2003-05-20 |          |        6.92 |      -50.7 |          0 |     0.00033 |              |            |           
 guyaplac                 | 4                            | 2003-05-20 |          |        6.76 |     -50.82 |          0 |     0.00043 |              |            |           
 guyaplac                 | 5                            | 2003-05-21 |          |        6.13 |     -50.75 |          0 |     0.00334 |              |            |           
 guyaplac                 | 6                            | 2003-05-21 |          |           6 |     -50.58 |          0 |     0.00309 |              |            |           
 guyaplac                 | 7                            | 2003-05-21 |          |        5.91 |     -50.66 |          0 |      0.0038 |              |            |           
 guyaplac                 | 8                            | 2003-05-21 |          |        5.03 |     -50.82 |          0 |     0.00576 |              |            |           
 guyaplac                 | 9                            | 2003-05-22 |          |        5.84 |     -50.74 |          0 |     0.00259 |              |            |           
 guyaplac                 | 10                           | 2003-05-22 |          |         5.7 |     -50.59 |          0 |     0.00626 |              |            |           
 guyaplac                 | 11                           | 2003-05-22 |          |         5.8 |     -50.88 |          0 |     0.01038 |              |            |           
 guyaplac                 | 12                           | 2003-05-22 |          |        5.95 |     -50.06 |          0 |     0.00251 |              |            |           
 guyaplac                 | 13                           | 2003-05-23 |          |        5.61 |     -50.73 |          0 |     0.00312 |              |            |           
 guyaplac                 | 14                           | 2003-05-23 |          |        5.84 |     -50.71 |          0 |     0.00109 |              |            |           
 guyaplac                 | 15                           | 2003-05-23 |          |        6.28 |     -50.67 |          0 |     0.00135 |              |            |           
 guyaplac                 | 16                           | 2003-05-23 |          |        6.44 |     -50.56 |          0 |     0.00083 |              |            |           
 guyaplac                 | 17                           | 2003-05-24 |          |         8.5 |     -48.84 |          0 |     0.00037 |              |            |           
 guyaplac                 | 18                           | 2003-05-24 |          |        8.68 |     -48.69 |          0 |     0.00031 |              |            |           
 guyaplac                 | 19                           | 2003-05-24 |          |        9.02 |      -48.4 |          0 |     0.00024 |              |            |           
 guyaplac                 | 20                           | 2003-05-25 |          |        7.43 |     -49.09 |          0 |     0.00039 |              |            |           
 guyaplac                 | 21                           | 2003-05-25 |          |        7.25 |     -49.26 |          0 |      0.0002 |              |            |           
 guyaplac                 | 22                           | 2003-05-25 |          |        6.93 |     -49.54 |          0 |      0.0002 |              |            |           
 guyaplac                 | 23                           | 2003-05-25 |          |        6.78 |     -49.67 |          0 |       8e-05 |              |            |           
 guyaplac                 | 24                           | 2003-05-26 |          |        7.26 |     -49.55 |          0 |     0.00018 |              |            |           
 guyaplac                 | 25                           | 2003-05-26 |          |         7.3 |     -49.36 |          0 |     0.00012 |              |            |           
 guyaplac                 | 26                           | 2003-05-26 |          |        7.19 |     -48.93 |          0 |     0.00012 |              |            |           
 guyaplac                 | 27                           | 2003-05-26 |          |        7.15 |     -48.75 |          0 |      0.0001 |              |            |           
 guyaplac                 | 28                           | 2003-05-27 |          |        7.74 |     -47.62 |          0 |       5e-05 |              |            |           
 guyaplac                 | 29                           | 2003-05-27 |          |        7.53 |     -47.52 |          0 |       4e-05 |              |            |           
 guyaplac                 | 30                           | 2003-05-27 |          |         7.5 |     -47.94 |          0 |       6e-05 |              |            |           
 guyaplac                 | 31                           | 2003-05-27 |          |         7.5 |     -48.12 |          0 |      0.0001 |              |            |           
 guyaplac                 | 32                           | 2003-05-28 |          |        7.73 |      -47.8 |          0 |       8e-05 |              |            |           
 guyaplac                 | 33                           | 2003-05-28 |          |        7.73 |      -47.8 |          0 |     0.00013 |              |            |           
 guyaplac                 | 34                           | 2003-05-28 |          |        7.73 |     -47.56 |          0 |       6e-05 |              |            |           
 guyaplac                 | 35                           | 2003-05-28 |          |        7.82 |     -47.45 |          0 |       5e-05 |              |            |           
 guyaplac                 | 36                           | 2003-05-29 |          |        8.14 |     -47.78 |          0 |     0.00012 |              |            |           
 guyaplac                 | 37                           | 2003-05-29 |          |        8.14 |     -47.87 |          0 |       8e-05 |              |            |           
 guyaplac                 | 38                           | 2003-05-29 |          |        8.11 |     -48.04 |          0 |     0.00015 |              |            |           
 guyaplac                 | 39                           | 2003-05-30 |          |        7.68 |     -50.38 |          0 |       8e-05 |              |            |           
 guyaplac                 | 40                           | 2003-05-30 |          |        7.64 |     -50.61 |          0 |     0.00032 |              |            |           
 guyaplac                 | 41                           | 2003-05-30 |          |        7.57 |     -50.01 |          0 |      0.0001 |              |            |           
 guyaplac                 | 42                           | 2003-05-30 |          |        7.53 |     -51.23 |          0 |      0.0001 |              |            |           
 guyaplac                 | 43                           | 2003-05-31 |          |        6.84 |     -52.29 |          0 |     0.00049 |              |            |           
 guyaplac                 | 44                           | 2003-05-31 |          |        6.59 |     -52.22 |          0 |     0.00088 |              |            |           
 guyaplac                 | 45                           | 2003-05-31 |          |         6.3 |      -51.9 |          0 |      0.0006 |              |            |           
 guyaplac                 | 46                           | 2003-05-31 |          |        6.19 |     -51.74 |          0 |     0.00031 |              |            |           
 guyaplac                 | 47                           | 2003-06-01 |          |        6.45 |     -52.15 |          0 |     0.00016 |              |            |           
 guyaplac                 | 48                           | 2003-06-01 |          |        6.64 |      -52.3 |          0 |     0.00044 |              |            |           
 guyaplac                 | 49                           | 2003-06-01 |          |        7.06 |     -52.41 |          0 |     0.00028 |              |            |           
 guyaplac                 | 50                           | 2003-06-01 |          |        7.24 |     -52.43 |          0 |     0.00045 |              |            |           
 guyaplac                 | 51                           | 2003-06-02 |          |        6.01 |     -51.62 |          0 |     0.00038 |              |            |           
 guyaplac                 | 52                           | 2003-06-02 |          |         5.9 |     -51.45 |          0 |     0.00035 |              |            |           
 Colibri                  | 84                           | 2003-04-21 |          |     10.4008 |    -43.835 |          0 |       0.053 |              |            |           
 Colibri                  | 85                           | 2003-04-21 |          |     10.2171 |    -44.134 |          0 |       0.159 |              |            |           
 Colibri                  | 86                           | 2003-04-21 |          |      9.7348 |    -45.735 |          0 |       0.116 |              |            |           
 Colibri                  | 87                           | 2003-04-21 |          |      9.5678 |      -45.2 |          0 |       0.074 |              |            |           
 Colibri                  | 88                           | 2003-04-22 |          |           7 |    -49.184 |          0 |       0.079 |              |            |           
 Colibri                  | 89                           | 2003-04-22 |          |      6.8684 |    -49.384 |          0 |       0.065 |              |            |           
 Colibri                  | 90                           | 2003-04-29 |          |      9.3173 |    -51.651 |          0 |       0.767 |              |            |           
 Colibri                  | 91                           | 2003-04-29 |          |      9.7348 |    -51.585 |          0 |       0.125 |              |            |           
 Colibri                  | 92                           | 2003-04-29 |          |     10.5678 |    -51.468 |          0 |       0.083 |              |            |           
 Colibri                  | 93                           | 2003-04-29 |          |     10.8517 |    -51.484 |          0 |       0.054 |              |            |           
 Nomad_amt1               | S98                          | 1995-10-14 | 15:44:00 |    -23.7917 |   -37.3877 |          0 |        -999 |              |            |           
 Nomad_amt1               | S99                          | 1995-10-15 | 15:41:00 |     -27.116 |   -40.1366 |          0 |        -999 |              |            |           
 Nomad_amt1               | S100                         | 1995-10-16 | 15:37:00 |    -30.2882 |   -43.3885 |          0 |        -999 |              |            |           
 Nomad_amt1               | S101                         | 1995-10-17 | 15:37:00 |      -33.18 |   -46.4154 |          0 |        -999 |              |            |           
 Nomad_amt1               | S95                          | 1995-10-11 | 15:25:00 |    -11.4694 |   -31.5509 |          0 |        -999 |              |            |           
 Nomad_amt1               | S96                          | 1995-10-12 | 15:08:00 |    -15.5808 |   -33.4513 |          0 |        -999 |              |            |           
 Nomad_amt1               | S97                          | 1995-10-13 | 15:49:00 |    -19.6449 |   -35.3626 |          0 |        -999 |              |            |           
 Nomad_amt2               | S104                         | 1996-04-29 | 17:31:00 |    -36.0589 |    -49.811 |          0 |        -999 |              |            |           
 Nomad_amt2               | S105                         | 1996-04-30 | 13:14:00 |    -33.3869 |   -46.6219 |          0 |        -999 |              |            |           
 Nomad_amt2               | S106                         | 1996-05-01 | 13:37:00 |    -30.3033 |   -43.4224 |          0 |        -999 |              |            |           
 Nomad_amt3               | S128                         | 1996-10-08 | 12:11:00 |    -10.7767 |   -31.2433 |          0 |        -999 |              |            |           
 Nomad_amt3               | S129                         | 1996-10-10 | 12:48:00 |     -18.858 |   -35.0488 |          0 |        -999 |              |            |           
 Nomad_amt3               | S130                         | 1996-10-11 | 12:49:00 |    -22.9189 |   -36.9582 |          0 |        -999 |              |            |           
 Nomad_amt3               | S131                         | 1996-10-11 | 16:31:00 |    -23.3474 |   -37.1776 |          0 |        -999 |              |            |           
 Nomad_amt3               | S132                         | 1996-10-12 | 12:55:00 |    -26.6164 |   -39.5998 |          0 |        -999 |              |            |           
 Nomad_amt3               | S133                         | 1996-10-15 | 12:53:00 |    -35.7125 |   -49.5863 |          0 |        -999 |              |            |           
 Nomad_amt3               | S134                         | 1996-10-15 | 17:21:00 |    -36.0924 |    -50.058 |          0 |        -999 |              |            |           
 Nomad_amt4               | S141                         | 1997-04-30 | 13:55:00 |     -35.658 |   -49.8068 |          0 |        -999 |              |            |           
 Nomad_amt4               | S142                         | 1997-05-01 | 13:29:00 |    -32.6108 |   -46.2005 |          0 |        -999 |              |            |           
 Nomad_amt4               | S143                         | 1997-05-02 | 13:31:00 |    -29.3272 |   -42.6503 |          0 |        -999 |              |            |           
 Nomad_amt4               | S144                         | 1997-05-03 | 13:15:00 |    -26.1036 |   -39.1857 |          0 |        -999 |              |            |           
 Nomad_amt4               | S145                         | 1997-05-03 | 18:00:00 |     -25.569 |    -38.582 |          0 |        -999 |              |            |           
 Nomad_amt4               | S146                         | 1997-05-04 | 13:17:00 |    -22.1585 |   -36.6227 |          0 |        -999 |              |            |           
 Nomad_amt4               | S147                         | 1997-05-05 | 12:19:00 |    -18.2729 |   -34.7585 |          0 |        -999 |              |            |           
 Nomad_amt4               | S148                         | 1997-05-06 | 12:19:00 |    -14.1112 |   -32.8473 |          0 |        -999 |              |            |           
 Nomad_amt4               | S149                         | 1997-05-07 | 12:45:00 |    -10.0303 |   -30.9468 |          0 |        -999 |              |            |           
 Nomad_amt5               | S194                         | 1997-10-07 | 11:37:00 |    -16.6852 |   -32.3624 |          0 |        -999 |              |            |           
 Nomad_amt5               | S195                         | 1997-10-07 | 15:38:00 |    -17.1483 |   -32.5454 |          0 |        -999 |              |            |           
 Nomad_amt5               | S196                         | 1997-10-08 | 12:39:00 |    -20.6652 |   -34.2246 |          0 |        -999 |              |            |           
 Nomad_amt5               | S197                         | 1997-10-08 | 16:52:00 |    -21.0817 |    -34.556 |          0 |        -999 |              |            |           
 Nomad_amt5               | S198                         | 1997-10-09 | 11:45:00 |     -23.903 |   -37.2864 |          0 |        -999 |              |            |           
 Nomad_amt5               | S199                         | 1997-10-10 | 11:51:00 |    -27.6914 |   -40.9804 |          0 |        -999 |              |            |           
 Nomad_amt5               | S200                         | 1997-10-12 | 13:10:00 |    -35.4833 |    -48.861 |          0 |        -999 |              |            |           
 Nomad_amt5               | S201                         | 1997-10-12 | 18:06:00 |    -36.0912 |   -49.4513 |          0 |        -999 |              |            |           
 Nomad_amt6b              | S270                         | 1998-04-09 | 17:43:00 |    -33.4293 |   -46.5149 |          0 |        -999 |              |            |           
 Nomad_amt6b              | S271                         | 1998-04-10 | 14:20:00 |     -30.436 |   -43.8511 |          0 |        -999 |              |            |           
 Nomad_amt6b              | S272                         | 1998-04-11 | 14:23:00 |    -26.7945 |   -40.7136 |          0 |        -999 |              |            |           
 Nomad_amt6b              | S273                         | 1998-04-12 | 13:53:00 |    -23.5238 |   -37.7063 |          0 |        -999 |              |            |           
 Nomad_amt7               | S310                         | 1998-10-08 | 11:27:00 |    -11.9191 |   -30.3227 |          0 |        -999 |              |            |           
 Nomad_amt7               | S311                         | 1998-10-08 | 13:20:00 |    -12.1612 |   -30.4328 |          0 |        -999 |              |            |           
 Nomad_amt7               | S312                         | 1998-10-08 | 15:24:00 |    -12.3746 |   -30.5176 |          0 |        -999 |              |            |           
 Nomad_amt7               | S313                         | 1998-10-09 | 11:35:00 |    -15.9448 |   -32.0117 |          0 |        -999 |              |            |           
 Nomad_amt7               | S314                         | 1998-10-09 | 14:16:00 |    -16.2339 |   -32.1384 |          0 |        -999 |              |            |           
 Nomad_amt7               | S315                         | 1998-10-10 | 12:23:00 |    -19.5979 |   -34.9412 |          0 |        -999 |              |            |           
 Nomad_amt7               | S316                         | 1998-10-10 | 14:56:00 |    -19.8253 |   -35.1392 |          0 |        -999 |              |            |           
 Nomad_amt7               | S317                         | 1998-10-11 | 13:05:00 |    -23.4883 |   -36.8963 |          0 |        -999 |              |            |           
 Nomad_amt7               | S318                         | 1998-10-11 | 15:55:00 |    -23.7346 |     -37.14 |          0 |        -999 |              |            |           
 Nomad_amt7               | S319                         | 1998-10-13 | 12:15:00 |    -29.5937 |   -43.2337 |          0 |        -999 |              |            |           
 Nomad_amt7               | S320                         | 1998-10-13 | 14:16:00 |    -29.7339 |   -43.3959 |          0 |        -999 |              |            |           
 Nomad_amt7               | S321                         | 1998-10-13 | 15:42:00 |    -29.8514 |   -43.5216 |          0 |        -999 |              |            |           
 Nomad_amt7               | S322                         | 1998-10-14 | 13:24:00 |    -32.7506 |    -46.675 |          0 |        -999 |              |            |           
 Nomad_amt7               | S323                         | 1998-10-15 | 15:52:00 |    -35.7631 |   -49.6471 |          0 |        -999 |              |            |           
 Nomad_amt8               | S325                         | 1999-05-03 | 14:22:00 |    -35.0843 |   -51.6731 |          0 |        -999 |              |            |           
 Nomad_amt8               | S326                         | 1999-05-05 | 15:53:00 |    -30.7339 |   -42.2701 |          0 |        -999 |              |            |           
 Nomad_amt8               | S327                         | 1999-05-06 | 14:13:00 |    -28.8508 |    -38.319 |          0 |        -999 |              |            |           
 Nomad_amt8               | S328                         | 1999-05-07 | 13:24:00 |    -26.8959 |   -34.2514 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S365                         | 2003-04-26 | 15:40:00 |      9.8309 |   -54.0398 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S367                         | 2003-05-03 | 15:00:00 |      8.4358 |   -55.6672 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S368                         | 2003-05-04 | 14:40:00 |      7.5592 |    -54.195 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S369                         | 2003-05-05 | 15:10:00 |      9.5839 |   -55.6653 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S373                         | 2003-05-11 | 16:30:00 |     10.7122 |   -54.2322 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S374                         | 2003-05-15 | 13:50:00 |      8.3498 |   -48.4797 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S375                         | 2003-05-16 | 16:30:00 |       7.957 |   -49.9353 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S376                         | 2003-05-17 | 12:05:00 |      6.7688 |    -52.762 |          0 |        -999 |              |            |           
 Nomad_apr03atl           | S378                         | 2003-05-20 | 12:00:00 |      10.762 |    -55.376 |          0 |        -999 |              |            |           
 Nomad_ioffe01            | S1542                        | 2001-10-18 | 14:04:00 |       7.569 |    -33.868 |          0 |       0.045 |              |            |           
 Nomad_ioffe01            | S1543                        | 2001-10-22 | 13:43:00 |       7.043 |    -34.268 |          0 |      0.1233 |              |            |           
 Nomad_ioffe01            | S1544                        | 2001-10-22 | 14:39:00 |       7.032 |    -34.258 |          0 |       0.129 |              |            |           
 Nomad_ioffe01            | S1599                        | 2002-03-20 | 14:15:00 |     -24.159 |    -33.368 |          0 |      0.0708 |              |            |           
 Nomad_ioffe01            | S1545                        | 2001-10-27 | 14:54:00 |       5.911 |     -33.18 |          0 |      0.0339 |              |            |           
 Nomad_ioffe01            | S1546                        | 2001-10-27 | 15:56:00 |       5.907 |    -33.172 |          0 |      0.0319 |              |            |           
 Nomad_ioffe01            | S1547                        | 2001-10-30 | 13:47:00 |       5.382 |     -32.92 |          0 |      0.0246 |              |            |           
 Nomad_ioffe01            | S1548                        | 2001-10-30 | 14:45:00 |       5.348 |    -32.854 |          0 |      0.0309 |              |            |           
 Nomad_ioffe01            | S1549                        | 2001-10-31 | 13:28:00 |        5.05 |    -32.877 |          0 |      0.0381 |              |            |           
 Nomad_ioffe01            | S1550                        | 2001-11-01 | 12:33:00 |       0.899 |    -33.477 |          0 |      0.0664 |              |            |           
 Nomad_ioffe01            | S1551                        | 2001-11-01 | 13:37:00 |       0.676 |    -33.506 |          0 |      0.0636 |              |            |           
 Nomad_ioffe01            | S1552                        | 2001-11-01 | 14:32:00 |       0.483 |     -33.53 |          0 |      0.0488 |              |            |           
 Nomad_ioffe01            | S1553                        | 2001-11-02 | 13:18:00 |      -4.499 |    -34.166 |          0 |      0.0286 |              |            |           
 Nomad_ioffe01            | S1554                        | 2001-11-02 | 14:17:00 |      -4.671 |    -34.186 |          0 |       0.033 |              |            |           
 Nomad_ioffe01            | S1555                        | 2001-11-02 | 15:18:00 |      -4.844 |    -34.204 |          0 |      0.0235 |              |            |           
 Nomad_ioffe01            | S1556                        | 2001-11-05 | 13:53:00 |     -10.979 |    -35.424 |          0 |       0.043 |              |            |           
 Nomad_ioffe01            | S1557                        | 2001-11-05 | 14:50:00 |     -11.182 |    -35.478 |          0 |      0.1366 |              |            |           
 Nomad_ioffe01            | S1558                        | 2001-11-07 | 13:44:00 |      -20.35 |    -38.026 |          0 |       0.052 |              |            |           
 Nomad_ioffe01            | S1559                        | 2001-11-07 | 14:38:00 |     -20.536 |     -38.08 |          0 |      0.0462 |              |            |           
 Nomad_ioffe01            | S1560                        | 2001-11-07 | 15:37:00 |     -20.745 |    -38.139 |          0 |      0.0428 |              |            |           
 Nomad_ioffe01            | S1561                        | 2001-11-09 | 13:29:00 |     -29.029 |     -44.06 |          0 |      0.0463 |              |            |           
 Nomad_ioffe01            | S1562                        | 2001-11-09 | 14:25:00 |      -29.18 |    -44.182 |          0 |      0.0508 |              |            |           
 Nomad_ioffe01            | S1587                        | 2002-03-12 | 16:23:00 |     -36.934 |    -54.835 |          0 |      0.2369 |              |            |           
 Nomad_ioffe01            | S1588                        | 2002-03-12 | 17:23:00 |     -36.782 |     -54.85 |          0 |      0.2648 |              |            |           
 Nomad_ioffe01            | S1589                        | 2002-03-16 | 14:54:00 |     -32.413 |    -48.906 |          0 |      0.0474 |              |            |           
 Nomad_ioffe01            | S1590                        | 2002-03-16 | 15:48:00 |     -32.312 |    -48.791 |          0 |      0.0487 |              |            |           
 Nomad_ioffe01            | S1591                        | 2002-03-17 | 12:54:00 |     -29.762 |    -45.806 |          0 |       0.074 |              |            |           
 Nomad_ioffe01            | S1592                        | 2002-03-17 | 14:51:00 |     -29.509 |     -45.51 |          0 |      0.2485 |              |            |           
 Nomad_ioffe01            | S1593                        | 2002-03-18 | 13:36:00 |     -26.754 |    -42.393 |          0 |      0.1103 |              |            |           
 Nomad_ioffe01            | S1594                        | 2002-03-18 | 14:30:00 |     -26.636 |    -42.262 |          0 |      0.1381 |              |            |           
 Nomad_ioffe01            | S1595                        | 2002-03-18 | 15:31:00 |      -26.53 |    -42.132 |          0 |      0.1674 |              |            |           
 Nomad_ioffe01            | S1596                        | 2002-03-19 | 14:11:00 |     -24.769 |    -38.293 |          0 |      0.0494 |              |            |           
 Nomad_ioffe01            | S1597                        | 2002-03-19 | 15:12:00 |     -24.742 |    -38.067 |          0 |      0.0669 |              |            |           
 Nomad_ioffe01            | S1598                        | 2002-03-19 | 16:10:00 |     -24.726 |     -37.93 |          0 |      0.0396 |              |            |           
 Nomad_ioffe01            | S1623                        | 2002-04-06 | 13:30:00 |       5.614 |    -33.185 |          0 |       0.137 |              |            |           
 Nomad_ioffe01            | S1624                        | 2002-04-06 | 14:27:00 |       5.602 |    -33.202 |          0 |      0.1117 |              |            |           
 Nomad_ioffe01            | S1625                        | 2002-04-06 | 15:23:00 |       5.574 |     -33.21 |          0 |      0.0936 |              |            |           
 Nomad_ioffe01            | S1626                        | 2002-04-07 | 12:33:00 |       5.864 |    -33.148 |          0 |      0.1264 |              |            |           
 Nomad_ioffe01            | S1627                        | 2002-04-08 | 13:10:00 |         5.9 |    -33.191 |          0 |      0.0938 |              |            |           
