mission;datetime;lat;lon;doc;acdom412
AMAZOMIX;2021-09-21T10:15;3.7475;-48.8725;97.75;-999.99
VITEL2011;2011-11-09T08:47;20.8594;107.0409;97.78339;0.19271667
VITEL2011;2011-11-09T08:47;20.8594;107.0409;97.78339;0.19271667
VITEL2011;2011-11-12T08:09;20.2006;106.6416;97.84;0.177125
VITEL2011;2011-11-12T08:09;20.2006;106.6416;97.84;0.177125
Guyane_radiale;2014-08-20T12:33;5.029;-52.1153;97.89014;0.06909
Guyane_radiale;2014-08-20T12:33;5.029;-52.1153;97.89014;0.06909
AMAZOMIX;2021-09-20T19:00;3.266;-49.5262;98;-999.99
Guyane_radiale;2014-12-16T11:45;4.94257;-52.1823;98.020836;0.41454
Guyane_radiale;2014-12-16T11:45;4.94257;-52.1823;98.020836;0.41454
AMAZOMIX;2021-09-22T13:20;4.4487;-48.23;98.083;-999.99
Guyane_Nov2017;2017-11-11T14:10;5.548218;-53.022797;98.24722;0.62029696
Guyane_Nov2017;2017-11-11T14:10;5.548218;-53.022797;98.24722;0.62029696
Guyane_radiale;2015-07-10T14:30;5.029;-52.1153;98.26915;0.09212
Guyane_radiale;2015-07-10T14:30;5.029;-52.1153;98.26915;0.09212
VITEL2011;2011-11-09T04:18;20.815;107.1334;98.274414;0.16665
VITEL2011;2011-11-09T04:18;20.815;107.1334;98.274414;0.16665
VITEL2011;2011-11-08T08:33;20.8885;107.0449;98.49888;0.195
VITEL2011;2011-11-08T08:33;20.8885;107.0449;98.49888;0.195
VITEL2011;2011-11-07T08:06;20.8849;107.0203;98.54096;0.18886666
VITEL2011;2011-11-07T08:06;20.8849;107.0203;98.54096;0.18886666
Dyphyma;2012-04-20T09:58;50.8719;1.55836;98.585434;0.2154
Dyphyma;2012-04-20T09:58;50.8719;1.55836;98.585434;0.2154
Moore_gulf_of_maine;2007-08-20T12:05;43.0322;-70.56945;98.59642;-999.99
Moore_gulf_of_maine;2007-08-20T12:05;43.0322;-70.56945;98.59642;-999.99
Black_Carbon2013;2013-05-16T13:30;20.9755;107.281;98.79;0.26197314
Black_Carbon2013;2013-05-16T13:30;20.9755;107.281;98.79;0.26197314
AMAZOMIX;2021-09-25T18:05;1.08;-47.957;98.806;-999.99
VITEL2011;2011-11-08T03:48;20.8553;107.0635;98.933784;0.17260833
VITEL2011;2011-11-08T03:48;20.8553;107.0635;98.933784;0.17260833
VITEL2011;2011-11-08T06:51;20.8498;107.0464;99.04601;0.23163334
VITEL2011;2011-11-08T06:51;20.8498;107.0464;99.04601;0.23163334
Guyane_radiale;2014-08-20T13:47;5.1376;-52.03;99.21669;0.06909
Guyane_radiale;2014-08-20T13:47;5.1376;-52.03;99.21669;0.06909
Guyane_Nov2017;2017-11-07T16:20;4.895254;-51.94284;99.25;0.20582832
Guyane_Nov2017;2017-11-07T16:20;4.895254;-51.94284;99.25;0.20582832
Guyane_radiale;2015-09-17T14:10;5.0808;-52.0742;99.45847;-0.03065293
Guyane_radiale;2015-09-17T14:10;5.0808;-52.0742;99.45847;-0.03065293
VITEL2011;2011-11-07T09:08;20.8809;107.0224;99.46689;0.205725
VITEL2011;2011-11-07T09:08;20.8809;107.0224;99.46689;0.205725
Guyane_Nov2017;2017-11-08T14:30;5.044277;-52.452065;99.666664;0.8824359
Guyane_Nov2017;2017-11-08T14:30;5.044277;-52.452065;99.666664;0.8824359
VITEL2011;2011-11-10T05:25;20.9435;107.072;99.71941;0.206925
VITEL2011;2011-11-10T05:25;20.9435;107.072;99.71941;0.206925
Black_Carbon2013;2013-05-15T08:28;20.91;107.258;99.72;0.50049853
Black_Carbon2013;2013-05-15T08:28;20.91;107.258;99.72;0.50049853
Black_Carbon2012;2012-10-18T06:47;20.9755;107.2811;99.73;-999.99
Black_Carbon2012;2012-10-18T06:47;20.9755;107.2811;99.73;-999.99
Guyane_Nov2017;2017-11-11T01:00;5.47095;-52.978676;99.77778;0.7410202
Guyane_Nov2017;2017-11-11T01:00;5.47095;-52.978676;99.77778;0.7410202
VITEL2011;2011-11-08T08:33;20.8885;107.0449;100.16835;0.23415
VITEL2011;2011-11-08T08:33;20.8885;107.0449;100.16835;0.23415
AMAZOMIX;2021-09-16T11:08;4.7842;-50.4625;100.208;-999.99
Guyane_Nov2017;2017-11-10T12:30;5.47095;-52.978676;100.208336;0.5608012
Guyane_Nov2017;2017-11-10T12:30;5.47095;-52.978676;100.208336;0.5608012
VITEL2011;2011-11-08T05:33;20.8353;107.0537;100.210434;0.18181667
VITEL2011;2011-11-08T05:33;20.8353;107.0537;100.210434;0.18181667
VITEL2014;2014-07-10T03:45;20.779766;107.1817;100.399;0.17330074
VITEL2014;2014-07-10T03:45;20.779766;107.1817;100.399;0.17330074
VITEL2011;2011-11-10T08:03;20.9517;107.0542;100.420876;0.25004166
VITEL2011;2011-11-10T08:03;20.9517;107.0542;100.420876;0.25004166
VITEL2011;2011-11-12T08:40;20.2308;106.6278;100.48;0.23664367
VITEL2011;2011-11-12T08:40;20.2308;106.6278;100.48;0.23664367
VITEL2014;2014-07-11T06:10;20.763866;107.106316;100.569;0.13470247
VITEL2014;2014-07-11T06:10;20.763866;107.106316;100.569;0.13470247
Black_Carbon2013;2013-05-16T05:35;20.9755;107.281;100.65;0.25335187
Black_Carbon2013;2013-05-16T05:35;20.9755;107.281;100.65;0.25335187
VITEL2011;2011-11-12T05:57;20.3154;106.6797;100.7;0.189125
VITEL2011;2011-11-12T05:57;20.3154;106.6797;100.7;0.189125
Guyane_Nov2017;2017-11-10T22:00;5.47095;-52.978676;100.80556;0.6298083
Guyane_Nov2017;2017-11-10T22:00;5.47095;-52.978676;100.80556;0.6298083
VITEL2014;2014-07-11T08:15;20.675;107.0699;100.981;0.18403272
VITEL2014;2014-07-11T08:15;20.675;107.0699;100.981;0.18403272
VITEL2011;2011-11-12T08:40;20.2308;106.6278;100.99;0.30116665
VITEL2011;2011-11-12T08:40;20.2308;106.6278;100.99;0.30116665
VITEL2011;2011-11-10T07:20;20.9695;107.0702;101.0101;0.24510834
VITEL2011;2011-11-10T07:20;20.9695;107.0702;101.0101;0.24510834
VITEL2014;2014-06-20T05:50;10.2082;107.2159;101.04;0.20593426
VITEL2014;2014-06-20T05:50;10.2082;107.2159;101.04;0.20593426
VITEL2011;2011-11-10T06:41;20.9626;107.0668;101.15039;0.23633334
VITEL2011;2011-11-10T06:41;20.9626;107.0668;101.15039;0.23633334
VITEL2013;2013-06-28T02:20;20.7196;106.822;101.28;0.5067
VITEL2013;2013-06-28T02:20;20.7196;106.822;101.28;0.5067
VITEL2011;2011-11-12T07:33;20.2408;106.6555;101.49;0.19824167
VITEL2011;2011-11-12T07:33;20.2408;106.6555;101.49;0.19824167
Moore_gulf_of_maine;2006-09-15T12:25;43.184917;-70.42995;101.897804;0.806636
Moore_gulf_of_maine;2006-09-15T12:25;43.184917;-70.42995;101.897804;0.806636
VITEL2011;2011-11-10T07:20;20.9695;107.0702;101.93603;0.29063332
VITEL2011;2011-11-10T07:20;20.9695;107.0702;101.93603;0.29063332
Guyane_Nov2017;2017-11-08T12:45;5.142337;-52.375328;102.22222;0.2155585
Guyane_Nov2017;2017-11-08T12:45;5.142337;-52.375328;102.22222;0.2155585
VITEL2011;2011-11-10T08:03;20.9517;107.0542;102.27273;0.20793334
VITEL2011;2011-11-10T08:03;20.9517;107.0542;102.27273;0.20793334
Guyane_Nov2017;2017-11-10T13:00;5.47095;-52.978676;102.27778;0.5719385
Guyane_Nov2017;2017-11-10T13:00;5.47095;-52.978676;102.27778;0.5719385
Moore_gulf_of_maine;2007-09-13T12:30;43.17925;-70.42803;102.348816;-999.99
Moore_gulf_of_maine;2007-09-13T12:30;43.17925;-70.42803;102.348816;-999.99
Moore_gulf_of_maine;2007-07-17T13:40;42.99405;-70.42133;102.36506;-999.99
Moore_gulf_of_maine;2007-07-17T13:40;42.99405;-70.42133;102.36506;-999.99
Guyane_radiale;2014-12-16T12:40;4.98623;-52.1478;102.55593;0.20727
Guyane_radiale;2014-12-16T12:40;4.98623;-52.1478;102.55593;0.20727
VITEL2011;2011-11-08T03:48;20.8553;107.0635;102.77778;0.090710334
VITEL2011;2011-11-08T03:48;20.8553;107.0635;102.77778;0.090710334
VITEL2014;2014-06-23T03:00;9.6133;106.6823;102.87;0.10794161
VITEL2014;2014-06-23T03:00;9.6133;106.6823;102.87;0.10794161
Guyane2010;2010-10-21T14:22;4.85078;-52.24777;102.88267;1.882256
Guyane2010;2010-10-21T14:22;4.85078;-52.24777;102.88267;1.882256
Moore_gulf_of_maine;2005-07-12T17:54;42.859165;-69.8615;103.111595;1.709068
Moore_gulf_of_maine;2005-07-12T17:54;42.859165;-69.8615;103.111595;1.709068
Guyane2010;2010-10-17T11:30;5.28543;-52.72117;103.11792;0.3809157
Guyane2010;2010-10-17T11:30;5.28543;-52.72117;103.11792;0.3809157
VITEL2011;2011-11-09T05:33;20.8051;107.1202;103.226715;0.110525
VITEL2011;2011-11-09T05:33;20.8051;107.1202;103.226715;0.110525
VITEL2011;2011-11-07T06:31;20.9026;107.0316;103.367004;0.27325833
VITEL2011;2011-11-07T06:31;20.9026;107.0316;103.367004;0.27325833
Guyane_Nov2017;2017-11-11T00:00;5.47095;-52.978676;103.416664;0.889566
Guyane_Nov2017;2017-11-11T00:00;5.47095;-52.978676;103.416664;0.889566
Black_Carbon2013;2013-05-16T09:26;20.9755;107.281;103.52;0.21539582
Black_Carbon2013;2013-05-16T09:26;20.9755;107.281;103.52;0.21539582
VITEL2011;2011-11-07T08:06;20.8849;107.0203;103.703705;0.1885
VITEL2011;2011-11-07T08:06;20.8849;107.0203;103.703705;0.1885
VITEL2014;2014-06-20T03:05;10.2438;107.0445;103.771;0.23239572
VITEL2014;2014-06-20T03:05;10.2438;107.0445;103.771;0.23239572
VITEL2014;2014-06-23T07:25;9.4888;106.5132;103.85;0.23690961
VITEL2014;2014-06-23T07:25;9.4888;106.5132;103.85;0.23690961
ambleteuse;2006-04-04T09:00;50.8;1.593;103.86111;-999.99
ambleteuse;2006-04-04T09:00;50.8;1.593;103.86111;-999.99
Dyphyma;2012-04-20T14:41;51.092;1.3635;103.996185;0.1464
Dyphyma;2012-04-20T14:41;51.092;1.3635;103.996185;0.1464
AMAZOMIX;2021-09-19T15:30;4.3865;-49.7742;104;-999.99
Guyane_Nov2017;2017-11-09T14:46;5.467973;-52.961994;104.138885;0.34272784
Guyane_Nov2017;2017-11-09T14:46;5.467973;-52.961994;104.138885;0.34272784
Guyane_Nov2017;2017-11-08T17:25;5.21393;-52.60672;104.25;0.93242484
Guyane_Nov2017;2017-11-08T17:25;5.21393;-52.60672;104.25;0.93242484
ambleteuse;2006-05-15T08:03;50.8;1.593;104.49537;-999.99
ambleteuse;2006-05-15T08:03;50.8;1.593;104.49537;-999.99
ambleteuse;2004-05-07T09:37;50.8;1.508;104.5224;-999.99
ambleteuse;2004-05-07T09:37;50.8;1.508;104.5224;-999.99
ambleteuse;2004-05-07T09:37;50.8;1.508;104.5224;-999.99
ambleteuse;2004-05-07T09:37;50.8;1.508;104.5224;-999.99
Guyane_radiale;2014-09-17T13:30;5.029;-52.1153;104.54902;0.050247274
Guyane_radiale;2014-09-17T13:30;5.029;-52.1153;104.54902;0.050247274
ambleteuse;2006-05-15T07:40;50.8;1.567;104.60648;-999.99
ambleteuse;2006-05-15T07:40;50.8;1.567;104.60648;-999.99
VITEL2014;2014-07-11T07:10;20.718433;107.111664;105.078;0.19306049
VITEL2014;2014-07-11T07:10;20.718433;107.111664;105.078;0.19306049
Guyane2010;2010-10-21T12:53;4.74475;-52.32645;105.23517;1.1776927
Guyane2010;2010-10-21T12:53;4.74475;-52.32645;105.23517;1.1776927
AMAZOMIX;2021-09-15T14:30;5.3488;-50.1278;105.583;-999.99
Guyane_radiale;2015-09-17T16:20;4.94257;-52.1823;105.60111;0.20740817
Guyane_radiale;2015-09-17T16:20;4.94257;-52.1823;105.60111;0.20740817
Moore_gulf_of_maine;2007-09-13T15:08;43.566166;-70.05783;105.77934;-999.99
Moore_gulf_of_maine;2007-09-13T15:08;43.566166;-70.05783;105.77934;-999.99
Guyane2016;2016-11-29T14:26;4.9119444;-52.212223;106.111115;0.5702856
Guyane2016;2016-11-29T14:26;4.9119444;-52.212223;106.111115;0.5702856
VITEL2011;2011-11-08T09:28;20.927;107.0339;106.13075;0.22289167
VITEL2011;2011-11-08T09:28;20.927;107.0339;106.13075;0.22289167
ambleteuse;2006-03-16T09:48;50.8;1.593;106.55093;-999.99
ambleteuse;2006-03-16T09:48;50.8;1.593;106.55093;-999.99
VITEL2013;2013-06-28T05:25;20.6921;106.876;106.61;0.5067
VITEL2013;2013-06-28T05:25;20.6921;106.876;106.61;0.5067
Moore_gulf_of_maine;2007-05-02T13:16;42.86373;-70.63042;106.6295;-999.99
Moore_gulf_of_maine;2007-05-02T13:16;42.86373;-70.63042;106.6295;-999.99
VITEL2014;2014-07-10T04:50;20.81685;107.132935;106.751;0.18357213
VITEL2014;2014-07-10T04:50;20.81685;107.132935;106.751;0.18357213
VITEL2011;2011-11-14T07:53;20.7307;106.9056;106.76;0.26463333
VITEL2011;2011-11-14T07:53;20.7307;106.9056;106.76;0.26463333
VITEL2014;2014-06-23T04:30;9.5744;106.6266;106.804;0.12180567
VITEL2014;2014-06-23T04:30;9.5744;106.6266;106.804;0.12180567
VITEL2013;2013-06-28T04:15;20.7036;106.827;106.84;0.6218
VITEL2013;2013-06-28T04:15;20.7036;106.827;106.84;0.6218
VITEL2011;2011-11-10T07:20;20.9695;107.0702;106.90236;0.27175835
VITEL2011;2011-11-10T07:20;20.9695;107.0702;106.90236;0.27175835
ambleteuse;2005-04-25T10:01;50.8;1.538;107.1513;-999.99
ambleteuse;2005-04-25T10:01;50.8;1.538;107.1513;-999.99
Guyane_radiale;2014-11-18T13:18;5.0808;-52.0742;107.234795;0.32242
Guyane_radiale;2014-11-18T13:18;5.0808;-52.0742;107.234795;0.32242
Guyane_Nov2017;2017-11-10T16:00;5.47095;-52.978676;107.361115;0.7203323
Guyane_Nov2017;2017-11-10T16:00;5.47095;-52.978676;107.361115;0.7203323
ambleteuse;2005-04-01T11:46;50.8;1.593;107.44681;-999.99
ambleteuse;2005-04-01T11:46;50.8;1.593;107.44681;-999.99
Guyane_Nov2017;2017-11-09T12:35;5.337697;-52.78758;107.666664;0.73306334
Guyane_Nov2017;2017-11-09T12:35;5.337697;-52.78758;107.666664;0.73306334
Guyane_Nov2017;2017-11-10T17:00;5.47095;-52.978676;107.77778;0.52156043
Guyane_Nov2017;2017-11-10T17:00;5.47095;-52.978676;107.77778;0.52156043
AMAZOMIX;2021-09-26T10:20;0.29113334;-47.797718;107.806;-999.99
Guyane2010;2010-10-21T13:58;4.84887;-52.28107;107.97975;1.0040504
Guyane2010;2010-10-21T13:58;4.84887;-52.28107;107.97975;1.0040504
AMAZOMIX;2021-09-20T10:17;3.4468;-49.7143;108.083;-999.99
AMAZOMIX;2021-09-24T19:30;2.349;-48.3957;108.111;-999.99
Moore_gulf_of_maine;2007-02-22T14:10;42.9942;-70.42195;108.20438;-999.99
Moore_gulf_of_maine;2007-02-22T14:10;42.9942;-70.42195;108.20438;-999.99
Guyane_Nov2017;2017-11-10T20:15;5.47095;-52.978676;108.25;0.55494237
Guyane_Nov2017;2017-11-10T20:15;5.47095;-52.978676;108.25;0.55494237
VITEL2014;2014-07-10T06:30;20.848333;107.107315;108.346;0.21176085
VITEL2014;2014-07-10T06:30;20.848333;107.107315;108.346;0.21176085
Guyane_radiale;2014-08-20T11:30;4.94257;-52.1823;108.47639;0.48363
Guyane_radiale;2014-08-20T11:30;4.94257;-52.1823;108.47639;0.48363
VITEL2014;2014-06-21T02:30;10.1247;106.9884;108.529;0.2616899
VITEL2014;2014-06-21T02:30;10.1247;106.9884;108.529;0.2616899
Guyane_Nov2017;2017-11-10T23:00;5.47095;-52.978676;108.55556;0.6393151
Guyane_Nov2017;2017-11-10T23:00;5.47095;-52.978676;108.55556;0.6393151
Black_Carbon2013;2013-05-15T03:45;20.9317;107.1758;108.58;0.3120772
Black_Carbon2013;2013-05-15T03:45;20.9317;107.1758;108.58;0.3120772
Guyane_radiale;2015-07-10T13:30;4.98623;-52.1478;108.607086;0.20308273
Guyane_radiale;2015-07-10T13:30;4.98623;-52.1478;108.607086;0.20308273
VITEL2014;2014-07-07T06:00;20.2156;106.67278;108.633;0.16130212
VITEL2014;2014-07-07T06:00;20.2156;106.67278;108.633;0.16130212
VITEL2011;2011-11-14T04:36;20.6997;106.8325;108.78;0.274575
VITEL2011;2011-11-14T04:36;20.6997;106.8325;108.78;0.274575
VITEL2011;2011-11-15T04:22;20.7808;106.8475;108.950615;0.32161668
VITEL2011;2011-11-15T04:22;20.7808;106.8475;108.950615;0.32161668
Guyane2012;2012-06-02T19:55;4.7160053;-51.951275;109.05;1.5284635
Guyane2012;2012-06-02T19:55;4.7160053;-51.951275;109.05;1.5284635
Guyane2012;2012-06-03T18:44;4.6669106;-51.73584;109.09;1.2721417
Guyane2012;2012-06-03T18:44;4.6669106;-51.73584;109.09;1.2721417
Guyane_Nov2017;2017-11-07T18:35;4.971803;-52.165466;109.388885;0.22598188
Guyane_Nov2017;2017-11-07T18:35;4.971803;-52.165466;109.388885;0.22598188
VITEL2011;2011-11-14T06:37;20.7545;106.8667;109.58;0.268425
VITEL2011;2011-11-14T06:37;20.7545;106.8667;109.58;0.268425
Guyane_radiale;2014-08-20T13:33;5.0808;-52.0742;109.744125;0.07955818
Guyane_radiale;2014-08-20T13:33;5.0808;-52.0742;109.744125;0.07955818
Moore_gulf_of_maine;2007-04-10T16:35;42.886333;-70.142334;110.00944;-999.99
Moore_gulf_of_maine;2007-04-10T16:35;42.886333;-70.142334;110.00944;-999.99
AMAZOMIX;2021-09-25T18:05;1.08;-47.957;110.083;-999.99
VITEL2014;2014-06-23T08:50;9.3894;106.4705;110.306;0.18520726
VITEL2014;2014-06-23T08:50;9.3894;106.4705;110.306;0.18520726
Guyane_radiale;2015-07-10T12:40;4.94257;-52.1823;110.606705;0.39151
Guyane_radiale;2015-07-10T12:40;4.94257;-52.1823;110.606705;0.39151
Guyane2012;2012-05-29T20:21;4.9028854;-52.06962;110.72;0.4619623
Guyane2012;2012-05-29T20:21;4.9028854;-52.06962;110.72;0.4619623
VITEL2013;2013-07-01T06:40;20.8188;106.877;110.76;0.9442
VITEL2013;2013-07-01T06:40;20.8188;106.877;110.76;0.9442
Guyane_Nov2017;2017-11-10T18:00;5.47095;-52.978676;110.833336;0.7084028
Guyane_Nov2017;2017-11-10T18:00;5.47095;-52.978676;110.833336;0.7084028
Guyane2016;2016-11-29T13:50;4.9455557;-52.218613;110.888885;0.6034279
Guyane2016;2016-11-29T13:50;4.9455557;-52.218613;110.888885;0.6034279
Guyane_Nov2017;2017-11-10T15:00;5.47095;-52.978676;111.22222;0.9407225
Guyane_Nov2017;2017-11-10T15:00;5.47095;-52.978676;111.22222;0.9407225
Moore_gulf_of_maine;2007-08-21T14:30;43.379166;-70.24783;111.273865;-999.99
Moore_gulf_of_maine;2007-08-21T14:30;43.379166;-70.24783;111.273865;-999.99
VITEL2011;2011-11-14T07:53;20.7307;106.9056;111.42;0.27873334
VITEL2011;2011-11-14T07:53;20.7307;106.9056;111.42;0.27873334
Moore_gulf_of_maine;2007-08-21T17:40;43.70233;-69.78017;111.529564;-999.99
Moore_gulf_of_maine;2007-08-21T17:40;43.70233;-69.78017;111.529564;-999.99
Moore_gulf_of_maine;2007-03-21T19:35;43.703667;68.21695;111.73482;0.598956
Moore_gulf_of_maine;2007-03-21T19:35;43.703667;68.21695;111.73482;0.598956
Guyane_Nov2017;2017-11-10T19:15;5.47095;-52.978676;111.77778;1.2543796
Guyane_Nov2017;2017-11-10T19:15;5.47095;-52.978676;111.77778;1.2543796
ambleteuse;2006-03-02T08:34;50.8;1.567;111.90278;-999.99
ambleteuse;2006-03-02T08:34;50.8;1.567;111.90278;-999.99
Guyane2010;2010-10-21T12:53;4.74475;-52.32645;112.05742;0.83700657
Guyane2010;2010-10-21T12:53;4.74475;-52.32645;112.05742;0.83700657
VITEL2011;2011-11-15T04:22;20.7808;106.8475;112.093155;0.22752573
VITEL2011;2011-11-15T04:22;20.7808;106.8475;112.093155;0.22752573
VITEL2013;2013-06-28T06:20;20.6858;106.915;112.58;0.4168
VITEL2013;2013-06-28T06:20;20.6858;106.915;112.58;0.4168
VITEL2014;2014-07-07T07:10;20.215633;106.63762;112.632;0.15906821
VITEL2014;2014-07-07T07:10;20.215633;106.63762;112.632;0.15906821
Guyane_Nov2017;2017-11-08T13:40;5.099571;-52.40522;112.638885;0.29276428
Guyane_Nov2017;2017-11-08T13:40;5.099571;-52.40522;112.638885;0.29276428
Black_Carbon2012;2012-10-16T08:24;20.8983;107.1291;112.69;0.11
Black_Carbon2012;2012-10-16T08:24;20.8983;107.1291;112.69;0.11
VITEL2011;2011-11-14T08:39;20.7107;106.8701;112.71;0.28331667
VITEL2011;2011-11-14T08:39;20.7107;106.8701;112.71;0.28331667
Guyane2010;2010-10-18T16:27;5.16783;-52.619;112.72396;0.35082337
Guyane2010;2010-10-18T16:27;5.16783;-52.619;112.72396;0.35082337
Guyane_radiale;2015-01-16T13:25;4.98623;-52.1478;112.92;0.36848
Guyane_radiale;2015-01-16T13:25;4.98623;-52.1478;112.92;0.36848
Moore_gulf_of_maine;2004-06-16T12:55;42.994816;-70.42225;113.34102;-999.99
Moore_gulf_of_maine;2004-06-16T12:55;42.994816;-70.42225;113.34102;-999.99
VITEL2014;2014-07-06T06:15;20.54065;106.84337;113.43;0.1883854
VITEL2014;2014-07-06T06:15;20.54065;106.84337;113.43;0.1883854
VITEL2014;2014-07-07T04:35;20.216717;106.75198;113.639;0.11558757
VITEL2014;2014-07-07T04:35;20.216717;106.75198;113.639;0.11558757
VITEL2011;2011-11-14T04:36;20.6997;106.8325;113.66;0.22056913
VITEL2011;2011-11-14T04:36;20.6997;106.8325;113.66;0.22056913
VITEL2011;2011-11-14T05:31;20.7273;106.8133;113.77666;0.43185833
VITEL2011;2011-11-14T05:31;20.7273;106.8133;113.77666;0.43185833
Moore_gulf_of_maine;2006-07-18T14:34;42.99267;-70.41922;114.386734;0.537312
Moore_gulf_of_maine;2006-07-18T14:34;42.99267;-70.41922;114.386734;0.537312
Guyane_Nov2017;2017-11-10T14:00;5.47095;-52.978676;114.80556;0.71252745
Guyane_Nov2017;2017-11-10T14:00;5.47095;-52.978676;114.80556;0.71252745
ambleteuse;2005-04-01T11:28;50.8;1.567;114.83452;-999.99
ambleteuse;2005-04-01T11:28;50.8;1.567;114.83452;-999.99
AMAZOMIX;2021-08-30T20:18;2.8628;-47.7357;115;-999.99
Guyane2010;2010-10-20T11:25;5.14945;-52.67033;115.350914;0.76540154
Guyane2010;2010-10-20T11:25;5.14945;-52.67033;115.350914;0.76540154
Moore_gulf_of_maine;2007-07-17T16:40;42.888767;-70.14132;115.465126;-999.99
Moore_gulf_of_maine;2007-07-17T16:40;42.888767;-70.14132;115.465126;-999.99
Moore_gulf_of_maine;2007-07-19T17:22;43.701317;-69.78275;115.53555;-999.99
Moore_gulf_of_maine;2007-07-19T17:22;43.701317;-69.78275;115.53555;-999.99
Black_Carbon2013;2013-05-17T01:24;20.9755;107.281;115.97;0.24364643
Black_Carbon2013;2013-05-17T01:24;20.9755;107.281;115.97;0.24364643
VITEL2011;2011-11-16T06:00;20.8294;106.821;116.049385;0.25083047
VITEL2011;2011-11-16T06:00;20.8294;106.821;116.049385;0.25083047
Black_Carbon2013;2013-05-17T07:38;20.7806;107.1711;116.39;0.30455372
Black_Carbon2013;2013-05-17T07:38;20.7806;107.1711;116.39;0.30455372
Moore_gulf_of_maine;2006-07-18T12:40;43.02952;-70.57145;116.41693;-999.99
Moore_gulf_of_maine;2006-07-18T12:40;43.02952;-70.57145;116.41693;-999.99
Black_Carbon2012;2012-10-16T04:08;20.7806;107.1711;116.45;0.1461
Black_Carbon2012;2012-10-16T04:08;20.7806;107.1711;116.45;0.1461
Guyane2010;2010-10-21T14:22;4.85078;-52.24777;116.566376;0.789296
Guyane2010;2010-10-21T14:22;4.85078;-52.24777;116.566376;0.789296
Guyane2012;2012-05-29T18:15;4.8144217;-52.113575;116.7;0.62493813
Guyane2012;2012-05-29T18:15;4.8144217;-52.113575;116.7;0.62493813
VITEL2011;2011-11-14T08:39;20.7107;106.8701;116.81;0.08716758
VITEL2011;2011-11-14T08:39;20.7107;106.8701;116.81;0.08716758
Guyane_radiale;2015-08-25T11:49;4.98623;-52.1478;117.14143;0.19002053
Guyane_radiale;2015-08-25T11:49;4.98623;-52.1478;117.14143;0.19002053
Guyane2012;2012-06-03T22:18;4.565408;-51.700577;117.17;0.80796915
Guyane2012;2012-06-03T22:18;4.565408;-51.700577;117.17;0.80796915
Guyane_radiale;2014-09-17T12:45;4.98623;-52.1478;117.38975;0.11515
Guyane_radiale;2014-09-17T12:45;4.98623;-52.1478;117.38975;0.11515
Black_Carbon2012;2012-10-17T07:22;20.91;107.258;117.47;0.1453
Black_Carbon2012;2012-10-17T07:22;20.91;107.258;117.47;0.1453
Guyane2012;2012-06-02T18:37;4.7911034;-51.90807;117.65;0.33648777
Guyane2012;2012-06-02T18:37;4.7911034;-51.90807;117.65;0.33648777
Guyane_Nov2017;2017-11-07T19:15;4.898374;-52.216633;117.75;0.73962915
Guyane_Nov2017;2017-11-07T19:15;4.898374;-52.216633;117.75;0.73962915
Moore_gulf_of_maine;2007-04-10T13:20;42.99167;-70.4215;117.798645;-999.99
Moore_gulf_of_maine;2007-04-10T13:20;42.99167;-70.4215;117.798645;-999.99
Moore_gulf_of_maine;2004-10-29T15:31;42.888985;-70.140915;117.863266;0.719022
Moore_gulf_of_maine;2004-10-29T15:31;42.888985;-70.140915;117.863266;0.719022
Moore_gulf_of_maine;2005-07-12T14:56;42.9385;-70.2935;117.88887;-999.99
Moore_gulf_of_maine;2005-07-12T14:56;42.9385;-70.2935;117.88887;-999.99
ambleteuse;2005-05-09T09:07;50.8;1.538;117.9078;-999.99
ambleteuse;2005-05-09T09:07;50.8;1.538;117.9078;-999.99
ambleteuse;2006-05-29T08:16;50.8;1.593;118.02778;-999.99
ambleteuse;2006-05-29T08:16;50.8;1.593;118.02778;-999.99
AMAZOMIX;2021-09-16T11:08;4.7842;-50.4625;118.166;-999.99
VITEL2011;2011-11-14T06:37;20.7545;106.8667;118.24;0.3164
VITEL2011;2011-11-14T06:37;20.7545;106.8667;118.24;0.3164
VITEL2013;2013-06-29T04:20;20.7854;106.847;118.41;0.6541
VITEL2013;2013-06-29T04:20;20.7854;106.847;118.41;0.6541
VITEL2014;2014-07-09T08:10;20.6104;107.0913;118.553;0.17910431
VITEL2014;2014-07-09T08:10;20.6104;107.0913;118.553;0.17910431
AMAZOMIX;2021-09-27T18:00;4.1432;-50.5625;118.555;-999.99
AMAZOMIX;2021-09-19T15:30;4.3865;-49.7742;118.583;-999.99
ambleteuse;2005-04-18T13:33;50.8;1.567;118.73522;-999.99
ambleteuse;2005-04-18T13:33;50.8;1.567;118.73522;-999.99
ambleteuse;2006-03-29T00:00;50.8;1.593;118.93056;-999.99
ambleteuse;2006-03-29T00:00;50.8;1.593;118.93056;-999.99
Black_Carbon2012;2012-10-16T05:25;20.8435;107.1934;119.1;0.1866
Black_Carbon2012;2012-10-16T05:25;20.8435;107.1934;119.1;0.1866
Guyane2010;2010-10-21T15:02;4.87383;-52.2246;119.11492;0.56786233
Guyane2010;2010-10-21T15:02;4.87383;-52.2246;119.11492;0.56786233
VITEL2013;2013-07-06T01:40;20.8483;107.068;119.35;0.5297
VITEL2013;2013-07-06T01:40;20.8483;107.068;119.35;0.5297
